name,category_x,score_x,category_y,score_y
NC_041916,Phage,0.94812661409378,Phage,0.9195937514305116
NC_041917,Phage,0.922697067260742,Phage,0.9348518252372742
NC_041918,Phage,0.887016713619232,Phage,0.8960947394371033
NC_041919,Phage,0.918769836425781,Phage,0.948452651500702
NC_041920,Phage,0.966743111610412,Phage,0.9747039079666138
NC_041921,Phage,0.915281057357788,Phage,0.9024714231491088
NC_041922,Phage,0.995112061500549,Phage,0.9989715218544006
NC_041923,Phage,0.974271416664123,Phage,0.983712911605835
NC_041924,Phage,0.843924283981323,Phage,0.684634804725647
NC_041925,Phage,0.92151391506195,Phage,0.9279618263244628
NC_041926,Phage,0.83786803483963,Phage,0.9812876582145692
NC_041927,Phage,0.803601741790771,Phage,0.8178441524505615
NC_041928,Phage,0.988573253154754,Phage,0.9986751079559326
NC_041929,Phage,0.919282436370849,Phage,0.9200046062469482
NC_041930,Phage,0.970713973045349,Phage,0.8984159231185913
NC_041931,Phage,0.95548677444458,Phage,0.9053058624267578
NC_041932,Phage,0.975981175899505,Phage,0.9657822251319884
NC_041933,Phage,0.978946149349212,Phage,0.9698417782783508
NC_041934,Phage,0.963662266731262,Phage,0.9500372409820556
NC_041935,Phage,0.838841140270233,Phage,0.8043038249015808
NC_041936,Phage,0.972214579582214,Phage,0.9799401760101318
NC_041937,Phage,0.931427538394928,Phage,0.948711097240448
NC_041938,Phage,0.998905420303344,Phage,0.9951579570770264
NC_041939,Phage,0.994922041893005,Phage,0.9991772770881652
NC_041940,Phage,0.976435899734497,Phage,0.9412080645561218
NC_041941,Phage,0.988795816898346,Phage,0.9949318766593932
NC_041942,Phage,0.992994785308837,Phage,0.9648221731185912
NC_041943,Phage,0.970870196819305,Phage,0.9598540663719176
NC_041944,Phage,0.975208699703216,Phage,0.978060781955719
NC_041945,Phage,0.98853850364685,Phage,0.987015664577484
NC_041946,Phage,0.973018765449523,Phage,0.9682039618492126
NC_041947,Phage,0.997078716754913,Phage,0.9964669346809388
NC_041948,Phage,0.987471282482147,Phage,0.9712705612182616
NC_041949,Phage,0.989890336990356,Phage,0.99148827791214
NC_041950,Phage,0.921424508094787,Phage,0.8867488503456116
NC_041951,Phage,0.991166055202484,Phage,0.9995552897453308
NC_041952,Phage,0.990755259990692,Phage,0.9740759134292604
NC_041953,Phage,0.874303579330444,Phage,0.8887715935707092
NC_041954,Phage,0.854901611804962,Phage,0.9998685717582704
NC_041955,Phage,0.795036733150482,Phage,0.9998467564582824
NC_041956,Phage,0.905240774154663,Phage,0.9998978972434998
NC_041957,Phage,0.814623534679412,Phage,0.999813199043274
NC_041958,Phage,0.946624398231506,Phage,0.941436529159546
NC_041959,Phage,0.985080897808075,Phage,0.9861513376235962
NC_041960,Phage,0.980688333511352,Phage,0.97454434633255
NC_041961,Phage,0.88570499420166,Phage,0.8873478770256042
NC_041962,Phage,0.893458247184753,Phage,0.8797340989112854
NC_041963,Phage,0.996499896049499,Phage,0.970406711101532
NC_041964,Phage,0.805115878582,Phage,0.7469624280929565
NC_041965,Phage,0.888553500175476,Phage,0.8902347683906555
NC_041966,Phage,0.868150651454925,Phage,0.9397783875465392
NC_041967,Phage,0.984816193580627,Phage,0.9955779910087584
NC_041968,Phage,0.989388406276702,Phage,0.9794187545776368
NC_041969,Phage,0.966887354850769,Phage,0.945485293865204
NC_041970,Phage,0.94097888469696,Phage,0.9488881826400756
NC_041971,Phage,0.930243968963623,Phage,0.9671790599822998
NC_041972,Phage,0.885300815105438,Phage,0.8629067540168762
NC_041973,Phage,0.885316789150238,Phage,0.8822823762893677
NC_041974,Phage,0.859966099262237,Phage,0.8434813618659973
NC_041975,Phage,0.870426416397094,Phage,0.8644249439239502
NC_041976,Phage,0.820838093757629,Phage,0.9088226556777954
NC_041977,Phage,0.993075251579284,Phage,0.9958637952804564
NC_041978,Phage,0.992163062095642,Phage,0.9829550981521606
NC_041979,Phage,0.976262629032135,Phage,0.9672440886497498
NC_041980,Phage,0.958934009075164,Phage,0.9810741543769836
NC_041981,Phage,0.957323908805847,Phage,0.9773396849632264
NC_041982,Phage,0.935882329940795,Phage,0.9493334889411926
NC_041983,Phage,0.912333071231842,Phage,0.9436902403831482
NC_041984,Phage,0.985512852668762,Phage,0.9964279532432556
NC_041985,Phage,0.953198075294494,Phage,0.9479148387908936
NC_041986,Phage,0.915277898311615,Phage,0.9111489057540894
NC_041987,Phage,0.941541075706481,Phage,0.9491421580314636
NC_041988,Phage,0.915177106857299,Phage,0.9266163110733032
NC_041989,Phage,0.919659376144409,Phage,0.942113161087036
NC_041990,Phage,0.959992885589599,Phage,0.9744445085525512
NC_041991,Phage,0.955560207366943,Phage,0.9631635546684264
NC_041992,Phage,0.950454175472259,Phage,0.9950330257415771
NC_041993,Phage,0.947332620620727,Phage,0.9356333017349244
NC_041994,Phage,0.939151883125305,Phage,0.9466975927352904
NC_041995,Phage,0.953904032707214,Phage,0.9910044074058532
NC_041996,Phage,0.969944298267364,Phage,0.9731279015541076
NC_041997,Phage,0.942494630813598,Phage,0.9346684813499452
NC_041998,Phage,0.776400446891784,Phage,0.9253894090652466
NC_041999,Phage,0.951780080795288,Phage,0.906196653842926
NC_042000,Phage,0.972185492515564,Phage,0.9575332999229432
NC_042001,Phage,0.971283733844757,Phage,0.9577561616897584
NC_042002,Phage,0.888374328613281,Phage,0.9190707802772522
NC_042003,Phage,0.996539711952209,Phage,0.9395952224731444
NC_042004,Phage,0.998189210891723,Phage,0.9965158700942992
NC_042005,Phage,0.99634963274002,Phage,0.9998098015785216
NC_042006,Phage,0.985900223255157,Phage,0.999594748020172
NC_042007,Phage,0.994629800319671,Phage,0.999953031539917
NC_042008,Phage,0.984967112541198,Phage,0.9986007213592528
NC_042009,Phage,0.993959844112396,Phage,0.9955010414123536
NC_042010,Phage,0.995485246181488,Phage,0.9876202940940856
NC_042011,Phage,0.997337877750396,Phage,0.9942235946655272
NC_042012,Phage,0.986575424671173,Phage,0.98541921377182
NC_042013,Phage,0.886140882968902,Phage,0.9336500763893129
NC_042014,Phage,0.958089530467987,Phage,0.921470820903778
NC_042015,Phage,0.976419568061828,Phage,0.9918535947799684
NC_042016,Phage,0.95070195198059,Phage,0.919910728931427
NC_042017,Phage,0.982188940048217,Phage,0.9895218014717102
NC_042018,Phage,0.947470784187316,Phage,0.9061590433120728
NC_042019,Phage,0.90721982717514,Phage,0.8903844952583313
NC_042020,Phage,0.915170669555664,Phage,0.904210090637207
NC_042021,Phage,0.937710464000701,Phage,0.9995421171188354
NC_042022,Phage,0.955952167510986,Phage,0.999785542488098
NC_042023,Phage,0.956712067127227,Phage,0.9475749135017396
NC_042024,Phage,0.956150591373443,Phage,0.9999611973762512
NC_042025,Phage,0.882170438766479,Phage,0.9442703723907472
NC_042027,Phage,0.964252471923828,Phage,0.9278151988983154
NC_042028,Phage,0.842059612274169,Phage,0.9080051779747008
NC_042029,Phage,0.913378596305847,Phage,0.9303008913993835
NC_042030,Phage,0.854137897491455,Phage,0.9311313033103944
NC_042031,Phage,0.972815573215484,Phage,0.9701408743858336
NC_042032,Phage,0.946258068084716,Phage,0.9614723920822144
NC_042033,Phage,0.988683402538299,Phage,0.9534985423088074
NC_042034,Phage,0.928346991539001,Phage,0.909080445766449
NC_042035,Phage,0.928845286369323,Phage,0.9093189239501952
NC_042036,Phage,0.947192847728729,Phage,0.9514057636260986
NC_042038,Phage,0.965989828109741,Phage,0.9436508417129515
NC_042039,Phage,0.975076019763946,Phage,0.9858195781707764
NC_042040,Phage,0.970172405242919,Phage,0.9649518132209778
NC_042041,Phage,0.921473503112793,Phage,0.9369375109672546
NC_042042,Phage,0.936520993709564,Phage,0.983146607875824
NC_042043,Phage,0.99516224861145,Phage,0.9528557658195496
NC_042044,Phage,0.952581703662872,Phage,0.9566055536270142
NC_042045,Phage,0.99735552072525,Phage,0.9999080300331116
NC_042046,Phage,0.969924628734588,Phage,0.9563233256340028
NC_042047,Phage,0.977441787719726,Phage,0.9878044128417968
NC_042048,Phage,0.997867166996002,Phage,0.9825051426887512
NC_042049,Phage,0.96868747472763,Phage,0.9996618628501892
NC_042050,Phage,0.851809442043304,Phage,0.8774757385253906
NC_042051,Phage,0.968481063842773,Phage,0.898306667804718
NC_042052,Phage,0.977666616439819,Phage,0.9012891054153442
NC_042053,Phage,0.992052316665649,Phage,0.9950188398361206
NC_042054,Phage,0.991781771183013,Phage,0.9990636110305786
NC_042055,Phage,0.923362553119659,Phage,0.9730194211006165
NC_042056,Phage,0.947580397129058,Phage,0.9292865991592408
NC_042057,Phage,0.735083580017089,Phage,0.8240276575088501
NC_042062,Phage,0.800640821456909,Phage,0.9253882765769958
NC_042063,Phage,0.858922958374023,Phage,0.834934651851654
NC_042064,Phage,0.980501532554626,Phage,0.8620492219924927
NC_042067,Phage,0.965095281600952,Phage,0.97750723361969
NC_042068,Phage,0.891825675964355,Phage,0.632992148399353
NC_042069,Phage,0.937564730644226,Phage,0.999592423439026
NC_042070,Phage,0.927412688732147,Phage,0.9963802695274352
NC_042071,Phage,0.884126782417297,Phage,0.7854670882225037
NC_042072,Phage,0.597149431705474,Phage,0.6018638014793396
NC_042073,Bacteria,0.281901746988296,Phage,0.5120495557785034
NC_042074,Phage,0.974951744079589,Phage,0.9447565078735352
NC_042075,Phage,0.989233791828155,Phage,0.9999412894248962
NC_042076,Phage,0.997935771942138,Phage,0.9931035041809082
NC_042077,Phage,0.971065402030944,Phage,0.9795489311218262
NC_042078,Phage,0.98085218667984,Phage,0.9983620047569276
NC_042079,Phage,0.9057337641716,Phage,0.949785590171814
NC_042080,Phage,0.922041118144989,Phage,0.8599870204925537
NC_042081,Phage,0.871261835098266,Phage,0.9164047241210938
NC_042082,Phage,0.965481758117675,Phage,0.9256694316864014
NC_042083,Phage,0.824386715888977,Phage,0.8841731548309326
NC_042084,Phage,0.956974267959594,Phage,0.9300068616867064
NC_042085,Phage,0.981151461601257,Phage,0.9763071537017822
NC_042086,Phage,0.966187536716461,Phage,0.9548537135124208
NC_042087,Phage,0.968265295028686,Phage,0.9579054713249208
NC_042088,Phage,0.879963397979736,Phage,0.8153139352798462
NC_042089,Phage,0.930229663848877,Phage,0.8767481446266174
NC_042090,Phage,0.972367584705352,Phage,0.9559709429740906
NC_042091,Phage,0.927819669246673,Phage,0.8836309909820557
NC_042092,Phage,0.958063066005706,Phage,0.9699031114578248
NC_042093,Phage,0.944358885288238,Phage,0.9613597393035888
NC_042094,Phage,0.968457996845245,Phage,0.9262030720710754
NC_042095,Phage,0.986233115196228,Phage,0.9664386510849
NC_042096,Phage,0.978779137134552,Phage,0.9986698627471924
NC_042097,Phage,0.975454151630401,Phage,0.9981679916381836
NC_042098,Phage,0.886365473270416,Phage,0.8858984708786011
NC_042099,Phage,0.912627637386322,Phage,0.8849450945854187
NC_042100,Phage,0.964455306529998,Phage,0.9502875804901124
NC_042101,Phage,0.953842163085937,Phage,0.9882808923721312
NC_042102,Phage,0.912962794303894,Phage,0.9101189970970154
NC_042103,Phage,0.991643249988555,Phage,0.9579902291297911
NC_042104,Phage,0.996271133422851,Phage,0.99916809797287
NC_042105,Phage,0.972022056579589,Phage,0.9485016465187072
NC_042106,Phage,0.942934453487396,Phage,0.9375569820404052
NC_042107,Phage,0.986457467079162,Phage,0.9569518566131592
NC_042108,Phage,0.960800170898437,Phage,0.9829633831977844
NC_042109,Phage,0.991317868232727,Phage,0.996246337890625
NC_042110,Phage,0.9484703540802,Phage,0.9317521452903748
NC_042111,Phage,0.952721536159515,Phage,0.9579885601997375
NC_042112,Phage,0.886125206947326,Phage,0.9410758018493652
NC_042113,Phage,0.988602399826049,Phage,0.9964019060134888
NC_042114,Phage,0.974944472312927,Phage,0.9975236654281616
NC_042115,Phage,0.988509595394134,Phage,0.9994641542434692
NC_042116,Phage,0.862284541130065,Phage,0.9018771052360536
NC_042117,Phage,0.989192843437194,Phage,0.9999452829360962
NC_042118,Phage,0.994948744773864,Phage,0.9999646544456482
NC_042119,Phage,0.987704396247863,Phage,0.9999855160713196
NC_042120,Phage,0.941719770431518,Phage,0.9033340811729432
NC_042121,Phage,0.965160965919494,Phage,0.9329284429550172
NC_042122,Phage,0.955017149448394,Phage,0.9670128226280212
NC_042123,Phage,0.928861021995544,Phage,0.9421252012252808
NC_042124,Phage,0.991286158561706,Phage,0.927850604057312
NC_042125,Phage,0.955110788345336,Phage,0.9495108127593994
NC_042126,Phage,0.95078819990158,Phage,0.9665440917015076
NC_042127,Phage,0.940789222717285,Phage,0.952280580997467
NC_042128,Phage,0.542447984218597,Phage,0.6844366192817688
NC_042129,Phage,0.952037870883941,Phage,0.975129246711731
NC_042130,Phage,0.972330868244171,Phage,0.9859705567359924
NC_042131,Phage,0.999282002449035,Phage,0.9583189487457277
NC_042132,Phage,0.817149937152862,Phage,0.7843919396400452
NC_042137,Phage,0.967103719711303,Phage,0.9363720417022704
NC_042138,Phage,0.963807523250579,Phage,0.9679837822914124
NC_042139,Phage,0.708163082599639,Phage,0.921988606452942
NC_042140,Phage,0.991112351417541,Phage,0.9843797087669371
NC_042308,Phage,0.935739457607269,Phage,0.945225477218628
NC_042309,Phage,0.941993057727813,Phage,0.9719874262809752
NC_042310,Phage,0.945209562778472,Phage,0.9570906162261964
NC_042311,Phage,0.958568513393402,Phage,0.960868239402771
NC_042312,Phage,0.958855986595153,Phage,0.9997292160987854
NC_042313,Phage,0.988938212394714,Phage,0.9812403321266174
NC_042314,Phage,0.949993908405304,Phage,0.9718239903450012
NC_042315,Phage,0.908837437629699,Phage,0.92737078666687
NC_042316,Phage,0.890127003192901,Phage,0.8854824304580688
NC_042317,Phage,0.846852779388427,Phage,0.8715090751647949
NC_042318,Phage,0.936889946460723,Phage,0.9259083271026612
NC_042319,Phage,0.922401428222656,Phage,0.9456064105033876
NC_042320,Phage,0.946191906929016,Phage,0.960022509098053
NC_042321,Phage,0.96419358253479,Phage,0.9721436500549316
NC_042322,Phage,0.848399639129638,Phage,0.8383508324623108
NC_042323,Phage,0.884926497936248,Phage,0.9293320775032043
NC_042324,Phage,0.947973072528839,Phage,0.9538387060165404
NC_042325,Phage,0.959079325199127,Phage,0.9676051139831544
NC_042326,Phage,0.949344217777252,Phage,0.9473847150802612
NC_042327,Phage,0.973473191261291,Phage,0.9802286624908448
NC_042328,Phage,0.96672248840332,Phage,0.9841644167900084
NC_042329,Phage,0.931930363178253,Phage,0.9360457062721252
NC_042330,Phage,0.949702262878418,Phage,0.9565680027008056
NC_042331,Phage,0.954414427280426,Phage,0.9941880106925964
NC_042332,Phage,0.978593230247497,Phage,0.958695113658905
NC_042333,Phage,0.961592435836792,Phage,0.995849311351776
NC_042334,Phage,0.936772346496582,Phage,0.9221318364143372
NC_042335,Phage,0.939854264259338,Phage,0.9418100118637084
NC_042336,Phage,0.895848095417022,Phage,0.9408444166183472
NC_042337,Phage,0.949122190475463,Phage,0.981805145740509
NC_042338,Phage,0.984319746494293,Phage,0.9835496544837952
NC_042339,Phage,0.945390403270721,Phage,0.9403708577156068
NC_042340,Phage,0.941939413547515,Phage,0.953741192817688
NC_042341,Phage,0.936465799808502,Phage,0.945321559906006
NC_042342,Phage,0.71885460615158,Phage,0.7746307253837585
NC_042343,Phage,0.999256134033203,Phage,0.999800741672516
NC_042344,Phage,0.843342661857605,Phage,0.8275468945503235
NC_042345,Phage,0.775849521160125,Phage,0.8085086941719055
NC_042349,Phage,0.950102746486663,Phage,0.9685474038124084
NC_042350,Phage,0.970728993415832,Phage,0.9594854712486268
NC_042354,Phage,0.979231595993042,Phage,0.9197401404380798
NC_042355,Phage,0.994527101516723,Phage,0.9885506629943848
NC_043027,Phage,0.865065693855285,Phage,0.9513818025588988
NC_043028,Phage,0.737088084220886,Phage,0.9952042698860168
NC_043029,Phage,0.724695026874542,Phage,0.9930272698402404
NC_043767,Phage,0.82328850030899,Phage,0.8758673071861267
NC_045425,Phage,0.999735414981842,Phage,0.8574638962745667
NC_047712,Phage,0.99510258436203,Phage,0.992781400680542
NC_047713,Phage,0.995547890663147,Phage,0.991421401500702
NC_047714,Phage,0.996790409088134,Phage,0.9997105598449708
NC_047715,Phage,0.979959428310394,Phage,0.9701325297355652
NC_047716,Phage,0.984614610671997,Phage,0.9758622646331788
NC_047717,Phage,0.984251260757446,Phage,0.98483008146286
NC_047718,Phage,0.98231291770935,Phage,0.9840616583824158
NC_047719,Phage,0.983513712882995,Phage,0.9871075749397278
NC_047720,Phage,0.998138308525085,Phage,0.9996370673179626
NC_047721,Phage,0.99302589893341,Phage,0.999804675579071
NC_047722,Phage,0.995623469352722,Phage,0.982448935508728
NC_047723,Phage,0.998511970043182,Phage,0.9890908002853394
NC_047724,Phage,0.994570314884185,Phage,0.9945980906486512
NC_047725,Phage,0.99825096130371,Phage,0.9996468424797058
NC_047726,Phage,0.996236681938171,Phage,0.9999873638153076
NC_047727,Phage,0.989889204502105,Phage,0.9910948276519777
NC_047728,Phage,0.993548452854156,Phage,0.9824197888374328
NC_047729,Phage,0.997068583965301,Phage,0.986727237701416
NC_047730,Phage,0.995423436164856,Phage,0.989231288433075
NC_047731,Phage,0.993177890777587,Phage,0.9962553977966307
NC_047732,Phage,0.986044943332672,Phage,0.9869415760040284
NC_047733,Phage,0.989612460136413,Phage,0.998876452445984
NC_047734,Phage,0.986091196537017,Phage,0.9676578640937804
NC_047735,Phage,0.987306475639343,Phage,0.9950077533721924
NC_047736,Phage,0.979638576507568,Phage,0.9883604645729064
NC_047737,Phage,0.998192727565765,Phage,0.9999948740005492
NC_047738,Phage,0.907569825649261,Phage,0.9858658909797668
NC_047739,Phage,0.896478533744812,Phage,0.8630340695381165
NC_047740,Phage,0.962546229362487,Phage,0.9958745837211608
NC_047741,Phage,0.998863399028778,Phage,0.9541752338409424
NC_047742,Phage,0.942411422729492,Phage,0.9622225165367126
NC_047743,Phage,0.986666858196258,Phage,0.9934617280960084
NC_047744,Phage,0.984285354614257,Phage,0.9816770553588868
NC_047745,Phage,0.995587766170501,Phage,0.9962711334228516
NC_047746,Phage,0.999358177185058,Phage,0.965810239315033
NC_047747,Phage,0.991021811962127,Phage,0.999206244945526
NC_047748,Phage,0.998699247837066,Phage,0.9997732639312744
NC_047749,Phage,0.93800550699234,Phage,0.9698172211647034
NC_047750,Phage,0.776440918445587,Phage,0.8810807466506958
NC_047751,Phage,0.997562825679779,Phage,0.9998854398727416
NC_047752,Phage,0.804739773273468,Phage,0.8837931156158447
NC_047753,Phage,0.55133318901062,Bacteria,0.4924488365650177
NC_047754,Phage,0.944969594478607,Phage,0.9917330145835876
NC_047755,Phage,0.998346090316772,Phage,0.999610722064972
NC_047756,Phage,0.916318833827972,Phage,0.95260351896286
NC_047757,Phage,0.869507908821106,Phage,0.9013016819953918
NC_047759,Phage,0.98850667476654,Phage,0.9660851955413818
NC_047760,Phage,0.837743878364563,Phage,0.8013826608657837
NC_047761,Phage,0.999395549297332,Phage,0.9999930262565612
NC_047762,Phage,0.973646819591522,Phage,0.9439866542816162
NC_047763,Phage,0.973897039890289,Phage,0.9628795385360718
NC_047764,Phage,0.905990719795227,Phage,0.9119548201560974
NC_047765,Phage,0.604679465293884,Phage,0.9419500827789308
NC_047766,Phage,0.99717378616333,Phage,0.9998711943626404
NC_047767,Phage,0.994058668613433,Phage,0.9999584555625916
NC_047768,Phage,0.988218188285827,Phage,0.967410922050476
NC_047769,Phage,0.995648622512817,Phage,0.9482409358024596
NC_047770,Phage,0.931356310844421,Phage,0.925370991230011
NC_047771,Phage,0.999738574028015,Phage,0.9999885559082032
NC_047772,Phage,0.999702453613281,Phage,0.9999902844429016
NC_047773,Phage,0.999692618846893,Phage,0.9999850392341614
NC_047774,Phage,0.999518275260925,Phage,0.9999173879623412
NC_047775,Phage,0.778500497341156,Phage,0.9728724360466005
NC_047776,Phage,0.899693191051483,Phage,0.9111970067024232
NC_047777,Phage,0.998152911663055,Phage,0.9999725222587584
NC_047778,Phage,0.994402289390564,Phage,0.9988200068473816
NC_047779,Phage,0.993412435054779,Phage,0.9999083876609802
NC_047780,Phage,0.99966812133789,Phage,0.9999808073043824
NC_047781,Phage,0.999701917171478,Phage,0.9999892115592957
NC_047782,Phage,0.999733865261077,Phage,0.9999911785125732
NC_047783,Phage,0.999626159667968,Phage,0.9647835493087769
NC_047784,Phage,0.964296758174896,Phage,0.992570161819458
NC_047785,Phage,0.922480702400207,Phage,0.9513239860534668
NC_047786,Phage,0.865018963813781,Phage,0.8389350175857544
NC_047787,Phage,0.99698781967163,Phage,0.9987627267837524
NC_047788,Phage,0.703401982784271,Phage,0.9059086441993712
NC_047789,Phage,0.995522797107696,Phage,0.9343449473381042
NC_047790,Phage,0.669941246509552,Phage,0.8359441161155701
NC_047791,Phage,0.966292917728424,Phage,0.9879251718521118
NC_047792,Phage,0.859695553779602,Phage,0.9628985524177552
NC_047793,Phage,0.884223520755767,Phage,0.9978384971618652
NC_047794,Phage,0.901325047016143,Phage,0.9222862124443054
NC_047795,Phage,0.914953172206878,Phage,0.9626137614250184
NC_047796,Phage,0.959642708301544,Phage,0.9470219016075134
NC_047797,Phage,0.999511420726776,Phage,0.9997460842132568
NC_047798,Phage,0.999702811241149,Phage,0.999820113182068
NC_047799,Phage,0.999757170677185,Phage,0.9999704360961914
NC_047800,Phage,0.996200501918792,Phage,0.9624040126800536
NC_047801,Phage,0.999348163604736,Phage,0.9999610185623168
NC_047802,Phage,0.999614059925079,Phage,0.969245672225952
NC_047803,Phage,0.999471306800842,Phage,0.999874711036682
NC_047804,Phage,0.90374219417572,Phage,0.972361147403717
NC_047805,Phage,0.9979949593544,Phage,0.9999796748161316
NC_047806,Phage,0.993448674678802,Phage,0.9638318419456482
NC_047807,Phage,0.994333148002624,Phage,0.965260922908783
NC_047808,Phage,0.998460531234741,Phage,0.991526186466217
NC_047809,Phage,0.998077571392059,Phage,0.9731090664863586
NC_047810,Phage,0.968220889568328,Phage,0.9626334309577942
NC_047811,Phage,0.999126374721527,Phage,0.9630271792411804
NC_047812,Phage,0.973580718040466,Phage,0.9703631401062012
NC_047813,Phage,0.660718739032745,Phage,0.8946788907051086
NC_047814,Phage,0.716350376605987,Phage,0.9726232290267944
NC_047815,Phage,0.949204623699188,Phage,0.923404574394226
NC_047816,Phage,0.950086116790771,Phage,0.93481707572937
NC_047817,Phage,0.693746149539947,Phage,0.9478992819786072
NC_047818,Phage,0.591395676136016,Phage,0.8831733465194702
NC_047819,Phage,0.996957123279571,Phage,0.9956270456314088
NC_047820,Phage,0.968037188053131,Phage,0.9931232333183287
NC_047821,Phage,0.997514367103576,Phage,0.9628875255584716
NC_047822,Phage,0.957970201969146,Phage,0.9772315621376038
NC_047823,Phage,0.967850685119628,Phage,0.9931527376174928
NC_047824,Phage,0.962871253490448,Phage,0.972178876399994
NC_047825,Phage,0.947252810001373,Phage,0.944275200366974
NC_047826,Phage,0.999581217765808,Phage,0.999912977218628
NC_047827,Phage,0.999665141105651,Phage,0.9996960759162904
NC_047828,Phage,0.953036367893219,Phage,0.9215909242630004
NC_047829,Phage,0.996971786022186,Phage,0.9780832529067992
NC_047830,Phage,0.978740274906158,Phage,0.942610502243042
NC_047831,Phage,0.915062427520752,Phage,0.9187220335006714
